date,AAPL,GOOG,META,JPM,MA,PFE,WMT,SBUX,GE,XOM,T,TLT,GLD,SPY
2019-05-08,48.65684509277344,58.1706428527832,188.9710235595703,96.00279235839844,237.98670959472656,30.50575065612793,30.63368225097656,69.5307846069336,49.46665573120117,58.1750373840332,15.061675071716309,106.41185760498048,120.91000366210938,261.986328125
2019-05-09,48.13405227661133,57.97661972045898,188.08370971679688,95.92605590820312,237.96731567382807,30.54333877563477,30.56305503845215,69.39713287353516,48.88241195678711,58.12203598022461,15.101441383361816,106.84806060791016,121.1999969482422,261.1936950683594
2019-05-10,47.46723175048828,58.07088851928711,187.77462768554688,95.91754150390624,240.0238494873047,30.60346031188965,31.290740966796875,69.86038208007812,49.32060623168945,58.6274642944336,15.220746994018556,106.7026824951172,121.43000030517578,262.50567626953125
2019-05-13,44.70847702026367,56.46284103393555,180.9950408935547,93.30880737304688,234.1549530029297,30.490720748901367,30.6705265045166,68.31031799316406,48.05472946166992,57.976539611816406,15.146180152893066,107.54092407226562,122.66999816894533,255.9088592529297
2019-05-14,45.41621780395508,55.8847541809082,180.1874542236328,94.05049896240234,238.5784912109375,30.55836296081543,30.793344497680664,68.64884948730469,50.24565887451172,58.05311965942383,15.454375267028809,107.22444915771484,122.45999908447266,258.22320556640625
2019-05-15,45.960262298583984,58.0678939819336,185.7108459472656,93.69243621826172,241.69236755371097,30.926624298095703,30.66745948791504,69.27243041992188,49.95353698730469,58.48196029663086,15.533909797668455,107.88306427001952,122.38999938964844,259.7356872558594
2019-05-16,45.75805282592773,58.80458831787109,186.42868041992188,94.89449310302734,245.8346099853516,31.29487991333008,31.10652542114257,70.28799438476562,49.32060623168945,58.47428894042969,15.717830657958984,107.52378845214844,121.51000213623048,262.1412048339844
2019-05-17,45.49805450439453,57.972633361816406,184.74375915527344,94.43413543701172,244.9906005859375,31.16712951660156,30.968358993530277,70.29691314697266,48.68766021728515,58.12969207763672,15.807310104370115,107.76329803466795,120.6500015258789,260.4463806152344
2019-05-20,44.07534408569336,56.803001403808594,182.17149353027344,94.92859649658205,245.90245056152344,31.25730323791504,31.171009063720703,68.29247283935547,48.10340881347656,58.12205123901367,16.001161575317383,107.54092407226562,120.63999938964844,258.72430419921875
2019-05-21,44.92032241821289,57.34067916870117,184.26519775390625,95.25257110595705,247.71652221679688,31.31743621826172,31.04818725585937,69.06751251220703,48.4929084777832,58.39006042480469,16.110525131225586,107.36984252929688,120.36000061035156,261.0569152832031
2019-05-22,44.00071716308594,57.429962158203125,184.7637176513672,94.47676849365234,249.21043395996097,31.55792999267578,31.388999938964844,68.81807708740234,48.200782775878906,57.86167907714844,16.045909881591797,107.98570251464844,120.23999786376952,260.25518798828125
2019-05-23,43.24964141845703,56.89876556396485,180.3270568847656,92.61824798583984,242.25503540039065,31.505327224731445,31.2753963470459,68.06977081298828,46.54540252685547,56.50627517700195,15.976309776306152,109.2002410888672,121.16999816894533,257.0752868652344
